tdays,Angledeg
  2410.0 ,  2445.39
  2420.0 ,  2455.57
  2430.0 ,  2465.75
  2440.0 ,  2475.91
  2450.0 ,  2486.03
  2460.0 ,  2496.11
  2470.0 ,  2506.15
  2480.0 ,  2516.14
  2490.0 ,  2526.07
  2500.0 ,  2535.94
  2510.0 ,  2545.76
  2520.0 ,  2555.53
  2530.0 ,  2565.24
  2540.0 ,  2574.90
  2550.0 ,  2584.53
  2560.0 ,  2594.12
  2570.0 ,  2603.68
  2580.0 ,  2613.23
  2590.0 ,  2622.76
  2600.0 ,  2632.30
  2610.0 ,  2641.84
  2620.0 ,  2651.40
  2630.0 ,  2660.99
  2640.0 ,  2670.61
  2650.0 ,  2680.26
  2660.0 ,  2689.97
  2670.0 ,  2699.73
  2680.0 ,  2709.54
  2690.0 ,  2719.40
  2700.0 ,  2729.33
  2710.0 ,  2739.30
  2720.0 ,  2749.34
  2730.0 ,  2759.42
  2740.0 ,  2769.53
  2750.0 ,  2779.68
  2760.0 ,  2789.86
  2770.0 ,  2800.05
  2780.0 ,  2810.24
  2790.0 ,  2820.43
  2800.0 ,  2830.59
  2810.0 ,  2840.73
  2820.0 ,  2850.84
  2830.0 ,  2860.90
  2840.0 ,  2870.91
  2850.0 ,  2880.87
  2860.0 ,  2890.77
  2870.0 ,  2900.62
  2880.0 ,  2910.41
  2890.0 ,  2920.15
  2900.0 ,  2929.84
  2910.0 ,  2939.49
  2920.0 ,  2949.09
  2930.0 ,  2958.67
  2940.0 ,  2968.22
  2950.0 ,  2977.76
  2960.0 ,  2987.30
  2970.0 ,  2996.83
  2980.0 ,  3006.38
  2990.0 ,  3015.96
  3000.0 ,  3025.56
  3010.0 ,  3035.19
  3020.0 ,  3044.88
  3030.0 ,  3054.60
  3040.0 ,  3064.38
  3050.0 ,  3074.22
  3060.0 ,  3084.12
  3070.0 ,  3094.06
  3080.0 ,  3104.07
  3090.0 ,  3114.12
  3100.0 ,  3124.22
  3110.0 ,  3134.36
  3120.0 ,  3144.52
  3130.0 ,  3154.70
  3140.0 ,  3164.90
  3150.0 ,  3175.08
  3160.0 ,  3185.26
  3170.0 ,  3195.42
  3180.0 ,  3205.54
  3190.0 ,  3215.63
  3200.0 ,  3225.67
  3210.0 ,  3235.65
  3220.0 ,  3245.58
  3230.0 ,  3255.46
  3240.0 ,  3265.28
  3250.0 ,  3275.05
  3260.0 ,  3284.76
  3270.0 ,  3294.43
  3280.0 ,  3304.06
  3290.0 ,  3313.65
  3300.0 ,  3323.21
  3310.0 ,  3332.76
  3320.0 ,  3342.30
  3330.0 ,  3351.83
  3340.0 ,  3361.38
  3350.0 ,  3370.94
  3360.0 ,  3380.52
  3370.0 ,  3390.14
  3380.0 ,  3399.80
  3390.0 ,  3409.50
  3400.0 ,  3419.26
  3410.0 ,  3429.07
  3420.0 ,  3438.93
  3430.0 ,  3448.85
  3440.0 ,  3458.83
  3450.0 ,  3468.85
  3460.0 ,  3478.93
  3470.0 ,  3489.04
  3480.0 ,  3499.19
  3490.0 ,  3509.37
  3500.0 ,  3519.55
  3510.0 ,  3529.74
  3520.0 ,  3539.93
  3530.0 ,  3550.10
  3540.0 ,  3560.24
  3550.0 ,  3570.34
  3560.0 ,  3580.41
  3570.0 ,  3590.42
  3580.0 ,  3600.39
  3590.0 ,  3610.29
  3600.0 ,  3620.14
  3610.0 ,  3629.94
  3620.0 ,  3639.68
  3630.0 ,  3649.37
  3640.0 ,  3659.02
  3650.0 ,  3668.62
  3660.0 ,  3678.20
  3670.0 ,  3687.76
  3680.0 ,  3697.30
  3690.0 ,  3706.83
  3700.0 ,  3716.37
  3710.0 ,  3725.92
  3720.0 ,  3735.49
  3730.0 ,  3745.10
  3740.0 ,  3754.73
  3750.0 ,  3764.41
  3760.0 ,  3774.14
  3770.0 ,  3783.92
  3780.0 ,  3793.75
  3790.0 ,  3803.64
  3800.0 ,  3813.59
  3810.0 ,  3823.59
  3820.0 ,  3833.64
  3830.0 ,  3843.73
  3840.0 ,  3853.87
  3850.0 ,  3864.03
  3860.0 ,  3874.21
  3870.0 ,  3884.40
  3880.0 ,  3894.59
  3890.0 ,  3904.77
  3900.0 ,  3914.93
  3910.0 ,  3925.06
  3920.0 ,  3935.14
  3930.0 ,  3945.18
  3940.0 ,  3955.18
  3950.0 ,  3965.11
  3960.0 ,  3974.99
  3970.0 ,  3984.82
  3980.0 ,  3994.58
  3990.0 ,  4004.30
  4000.0 ,  4013.97
  4010.0 ,  4023.59
  4020.0 ,  4033.19
  4030.0 ,  4042.76
