tdays,Angledeg
  4440.0 ,   209.17
  4450.0 ,   208.76
  4460.0 ,   208.22
  4470.0 ,   207.57
  4480.0 ,   206.84
  4490.0 ,   206.08
  4500.0 ,   205.32
  4510.0 ,   204.61
  4520.0 ,   203.97
  4530.0 ,   203.45
  4540.0 ,   203.07
  4550.0 ,   202.83
  4560.0 ,   202.76
  4570.0 ,   202.86
  4580.0 ,   203.12
  4590.0 ,   203.53
  4600.0 ,   204.09
  4610.0 ,   204.79
  4620.0 ,   205.61
  4630.0 ,   206.54
  4640.0 ,   207.55
  4650.0 ,   208.64
  4660.0 ,   209.79
  4670.0 ,   210.97
  4680.0 ,   212.18
  4690.0 ,   213.38
  4700.0 ,   214.58
  4710.0 ,   215.73
  4720.0 ,   216.83
  4730.0 ,   217.86
  4740.0 ,   218.79
  4750.0 ,   219.62
  4760.0 ,   220.31
  4770.0 ,   220.86
  4780.0 ,   221.24
  4790.0 ,   221.47
  4800.0 ,   221.51
  4810.0 ,   221.39
  4820.0 ,   221.10
  4830.0 ,   220.65
  4840.0 ,   220.08
  4850.0 ,   219.42
  4860.0 ,   218.69
  4870.0 ,   217.93
  4880.0 ,   217.19
  4890.0 ,   216.50
  4900.0 ,   215.89
  4910.0 ,   215.41
  4920.0 ,   215.06
  4930.0 ,   214.86
  4940.0 ,   214.83
  4950.0 ,   214.95
  4960.0 ,   215.24
  4970.0 ,   215.69
  4980.0 ,   216.28
  4990.0 ,   216.99
  5000.0 ,   217.83
  5010.0 ,   218.77
  5020.0 ,   219.80
  5030.0 ,   220.89
  5040.0 ,   222.04
  5050.0 ,   223.22
  5060.0 ,   224.42
  5070.0 ,   225.62
  5080.0 ,   226.79
  5090.0 ,   227.92
  5100.0 ,   228.99
  5110.0 ,   229.99
  5120.0 ,   230.88
  5130.0 ,   231.66
  5140.0 ,   232.30
  5150.0 ,   232.79
  5160.0 ,   233.13
  5170.0 ,   233.29
  5180.0 ,   233.29
  5190.0 ,   233.11
  5200.0 ,   232.78
  5210.0 ,   232.30
  5220.0 ,   231.71
  5230.0 ,   231.03
  5240.0 ,   230.29
  5250.0 ,   229.55
  5260.0 ,   228.82
  5270.0 ,   228.15
  5280.0 ,   227.58
  5290.0 ,   227.13
  5300.0 ,   226.82
  5310.0 ,   226.66
  5320.0 ,   226.67
  5330.0 ,   226.83
  5340.0 ,   227.16
  5350.0 ,   227.63
  5360.0 ,   228.25
  5370.0 ,   229.00
  5380.0 ,   229.86
  5390.0 ,   230.82
  5400.0 ,   231.86
  5410.0 ,   232.96
  5420.0 ,   234.11
  5430.0 ,   235.29
  5440.0 ,   236.49
  5450.0 ,   237.67
  5460.0 ,   238.82
  5470.0 ,   239.93
  5480.0 ,   240.97
  5490.0 ,   241.92
  5500.0 ,   242.77
  5510.0 ,   243.50
  5520.0 ,   244.09
  5530.0 ,   244.53
  5540.0 ,   244.81
  5550.0 ,   244.92
  5560.0 ,   244.86
  5570.0 ,   244.64
  5580.0 ,   244.27
  5590.0 ,   243.76
  5600.0 ,   243.14
  5610.0 ,   242.45
  5620.0 ,   241.71
  5630.0 ,   240.97
  5640.0 ,   240.26
  5650.0 ,   239.63
  5660.0 ,   239.09
  5670.0 ,   238.67
  5680.0 ,   238.40
  5690.0 ,   238.29
  5700.0 ,   238.33
  5710.0 ,   238.54
  5720.0 ,   238.91
  5730.0 ,   239.42
  5740.0 ,   240.07
  5750.0 ,   240.84
  5760.0 ,   241.73
  5770.0 ,   242.71
  5780.0 ,   243.77
  5790.0 ,   244.88
  5800.0 ,   246.04
  5810.0 ,   247.22
  5820.0 ,   248.41
  5830.0 ,   249.57
  5840.0 ,   250.71
  5850.0 ,   251.79
  5860.0 ,   252.80
  5870.0 ,   253.71
  5880.0 ,   254.52
  5890.0 ,   255.20
  5900.0 ,   255.74
  5910.0 ,   256.12
  5920.0 ,   256.34
  5930.0 ,   256.40
  5940.0 ,   256.29
  5950.0 ,   256.02
  5960.0 ,   255.61
  5970.0 ,   255.07
  5980.0 ,   254.43
  5990.0 ,   253.72
  6000.0 ,   252.99
  6010.0 ,   252.26
  6020.0 ,   251.57
  6030.0 ,   250.96
  6040.0 ,   250.45
  6050.0 ,   250.08
  6060.0 ,   249.85
